Company, Quarter, Days Receivable, Current Ratio, Cash to TA, Working Capital To TA, Asset Turnover, Gross Profit Margin,Operating Profit Margin, Net Profit Margin, Debt to asset, Debt to equity, Equity multiplier,Time interest earned coverage, Operating return on asset, Return on asset, Return on Equity, EBITDA to TA, Cashflow to expenditure,Cashflow to debt, Result
Park Hotels & Resorts Inc (PK),2016-12,17.46,2.87,0.0356,0.0318,0.07,1.00,0.1299,0.0254,0.3049,0.3033,1.00,2.23,0.0088,0.0017,0.0017,0.0170,1.84,0.0350,1
Park Hotels & Resorts Inc (PK),2017-03,23.68,2.97,0.0341,0.0348,0.07,1.00,0.1374,3.4357,0.3047,0.3032,1.00,3.13,0.0096,0.2388,0.2376,0.0167,3.81,0.0470,1
Park Hotels & Resorts Inc (PK),2017-06,23.08,2.88,0.0330,0.0340,0.07,1.00,0.1678,0.1528,0.3055,0.3040,1.00,4.10,0.0125,0.0114,0.0114,0.0200,2.71,0.0443,1
Park Hotels & Resorts Inc (PK),2017-09,20.67,3.01,0.0385,0.0364,0.07,1.00,0.1323,0.1497,0.3060,0.3046,1.00,2.94,0.0093,0.0105,0.0105,0.0168,4.72,0.0613,1
Park Hotels & Resorts Inc (PK),2017-12,16.40,2.34,0.0390,0.0298,0.07,1.00,0.1283,0.0875,0.3032,0.3016,0.99,2.84,0.0091,0.0062,0.0061,0.0164,3.25,0.0662,1
Park Hotels & Resorts Inc (PK),2018-03,18.59,2.43,0.0300,0.0263,0.07,1.00,0.1272,0.2246,0.3156,0.3139,0.99,2.83,0.0091,0.0161,0.0160,0.0166,0.81,0.0146,1
Park Hotels & Resorts Inc (PK),2018-06,22.16,3.41,0.0463,0.0462,0.08,1.00,0.1943,0.2955,0.3117,0.3101,0.99,4.73,0.0150,0.0229,0.0227,0.0223,3.18,0.0356,1
Park Hotels & Resorts Inc (PK),2018-09,24.29,2.98,0.0444,0.0420,0.07,1.00,0.1242,0.0798,0.3150,0.3135,1.00,2.70,0.0087,0.0056,0.0055,0.0160,3.13,0.0499,1
Medical Properties Trust Inc (MPW),2014-12,109.90,2.17,0.0386,0.0353,0.02,1.00,0.4544,0.1820,0.5875,0.5875,1.00,8.47,0.0100,0.0040,0.0040,0.0138,10.26,0.0248,1
Medical Properties Trust Inc (MPW),2015-03,97.59,1.24,0.0088,0.0069,0.03,1.00,0.6639,0.3741,0.4924,0.4924,1.00,58.56,0.0167,0.0094,0.0094,0.0205,0.90,0.0223,1
Medical Properties Trust Inc (MPW),2015-06,113.37,1.32,0.0109,0.0097,0.02,1.00,0.4796,0.2245,0.5354,0.5354,1.00,-49.96,0.0113,0.0053,0.0053,0.0149,1.15,0.0201,1
Medical Properties Trust Inc (MPW),2015-09,95.15,3.66,0.0590,0.0585,0.02,1.00,0.4984,0.2012,0.5972,0.5972,1.00,7.99,0.0101,0.0041,0.0041,0.0145,1.13,0.0133,1
Douglas Emmett Inc (DEI),2014-12,1.28,0.34,0.0032,-0.0069,0.03,1.00,0.2779,0.0721,0.5769,0.5769,1.00,1.29,0.0071,0.0018,0.0018,0.0165,0.24,0.0151,1
Douglas Emmett Inc (DEI),2015-03,1.06,0.25,0.0028,-0.0091,0.03,1.00,0.3074,0.1208,0.5827,0.5827,1.00,1.41,0.0079,0.0031,0.0031,0.0152,0.81,0.0208,1
Douglas Emmett Inc (DEI),2015-12,45.86,2.78,0.0168,0.0194,0.03,1.00,0.2934,0.0883,0.5953,0.6324,1.06,1.39,0.0078,0.0023,0.0025,0.0176,0.88,0.0182,1
Douglas Emmett Inc (DEI),2016-03,46.14,1.86,0.0099,0.0101,0.02,1.00,0.3027,0.0912,0.6130,0.6745,1.10,1.43,0.0070,0.0021,0.0023,0.0142,5.29,0.0201,1
Douglas Emmett Inc (DEI),2016-06,43.15,2.12,0.0106,0.0121,0.03,1.00,0.3019,0.0987,0.5898,0.6720,1.14,1.50,0.0078,0.0025,0.0029,0.0157,3.18,0.0180,1
Douglas Emmett Inc (DEI),2016-09,43.40,2.44,0.0207,0.0194,0.03,1.00,0.2983,0.1658,0.5758,0.6700,1.16,1.57,0.0075,0.0042,0.0048,0.0152,2.80,0.0225,1
Douglas Emmett Inc (DEI),2016-12,44.08,2.56,0.0148,0.0167,0.03,1.00,0.2874,0.1012,0.5739,0.6701,1.17,1.54,0.0073,0.0026,0.0030,0.0155,1.71,0.0169,1
Douglas Emmett Inc (DEI),2017-03,46.34,1.80,0.0113,0.0109,0.03,1.00,0.2886,0.0979,0.5788,0.6756,1.17,1.52,0.0074,0.0025,0.0029,0.0157,3.06,0.0245,1
Douglas Emmett Inc (DEI),2017-06,45.86,2.76,0.0218,0.0220,0.03,1.00,0.2929,0.1014,0.5423,0.6447,1.19,1.54,0.0074,0.0025,0.0030,0.0155,2.29,0.0211,1
Douglas Emmett Inc (DEI),2017-09,45.28,2.11,0.0207,0.0177,0.03,1.00,0.2962,0.1227,0.4990,0.5988,1.20,1.74,0.0076,0.0032,0.0038,0.0157,2.33,0.0272,1
Douglas Emmett Inc (DEI),2017-12,46.90,2.48,0.0213,0.0206,0.03,1.00,0.3088,0.1412,0.4965,0.6030,1.21,1.86,0.0078,0.0036,0.0043,0.0157,1.91,0.0228,1
Douglas Emmett Inc (DEI),2018-03,48.29,2.06,0.0221,0.0184,0.03,1.00,0.2974,0.1329,0.4924,0.5978,1.21,1.92,0.0076,0.0034,0.0041,0.0156,3.24,0.0287,1
Douglas Emmett Inc (DEI),2018-06,48.58,2.24,0.0205,0.0192,0.03,1.00,0.3095,0.1444,0.4937,0.5995,1.21,2.04,0.0082,0.0038,0.0046,0.0162,1.55,0.0239,1
Douglas Emmett Inc (DEI),2018-09,49.89,1.91,0.0206,0.0169,0.03,1.00,0.2973,0.1369,0.4938,0.5991,1.21,1.97,0.0080,0.0037,0.0044,0.0162,1.79,0.0281,1
American Campus Communities Inc (ACC),2014-09,7.25,0.89,0.0088,-0.0014,0.03,1.00,0.1036,-0.0321,0.5082,0.5082,1.00,0.83,0.0033,-0.0010,-0.0010,0.0116,285.90,0.0300,0
American Campus Communities Inc (ACC),2014-12,4.64,0.95,0.0098,-0.0006,0.03,1.00,0.2678,0.1364,0.5095,0.5095,1.00,2.25,0.0090,0.0046,0.0046,0.0176,0.87,0.0198,1
American Campus Communities Inc (ACC),2015-03,3.71,1.16,0.0089,0.0014,0.03,1.00,0.2607,0.3647,0.4682,0.4682,1.00,2.40,0.0086,0.0121,0.0121,0.0170,-1.30,0.0272,1
American Campus Communities Inc (ACC),2015-06,4.07,0.84,0.0085,-0.0018,0.03,1.00,0.1937,0.0876,0.4704,0.4704,1.00,1.77,0.0059,0.0027,0.0027,0.0146,-1.12,0.0194,1
American Campus Communities Inc (ACC),2015-09,12.01,1.31,0.0135,0.0041,0.03,1.00,0.1026,0.0103,0.4848,0.4848,1.00,0.93,0.0031,0.0003,0.0003,0.0115,2.03,0.0167,1
American Campus Communities Inc (ACC),2015-12,8.22,0.96,0.0084,-0.0005,0.03,1.00,0.2657,0.1350,0.4909,0.4918,1.00,2.33,0.0089,0.0045,0.0046,0.0181,3.10,0.0288,1
American Campus Communities Inc (ACC),2016-03,3.16,8.81,0.0672,0.0605,0.03,1.00,0.2652,0.2305,0.4120,0.4127,1.00,2.48,0.0083,0.0072,0.0073,0.0168,6.46,0.0244,1
American Campus Communities Inc (ACC),2016-06,3.44,4.04,0.0383,0.0296,0.03,1.00,0.2103,0.1003,0.4102,0.4105,1.00,2.10,0.0062,0.0030,0.0030,0.0147,6.09,0.0337,1
American Campus Communities Inc (ACC),2016-09,7.63,1.02,0.0099,0.0002,0.03,1.00,0.1491,0.0491,0.3956,0.3959,1.00,1.65,0.0047,0.0015,0.0015,0.0130,3.91,0.0368,1
American Campus Communities Inc (ACC),2016-12,3.72,0.72,0.0080,-0.0036,0.03,1.00,0.2776,0.1245,0.3623,0.3627,1.00,3.66,0.0097,0.0043,0.0043,0.0186,3.87,0.0307,1
American Campus Communities Inc (ACC),2017-03,3.63,1.37,0.0098,0.0030,0.03,1.00,0.2551,0.1765,0.3688,0.3696,1.00,3.65,0.0082,0.0057,0.0057,0.0170,5.15,0.0299,1
American Campus Communities Inc (ACC),2017-06,3.74,0.98,0.0086,-0.0002,0.03,1.00,0.1560,-0.0154,0.3791,0.3800,1.00,2.09,0.0045,-0.0004,-0.0004,0.0135,2.69,0.0275,0
American Campus Communities Inc (ACC),2017-09,7.10,0.72,0.0063,-0.0033,0.03,1.00,0.0892,-0.0067,0.4137,0.4145,1.00,1.01,0.0026,-0.0002,-0.0002,0.0118,3.77,0.0415,0
American Campus Communities Inc (ACC),2017-12,3.63,1.38,0.0094,0.0029,0.03,1.00,0.2774,0.1717,0.4385,0.4394,1.00,2.88,0.0092,0.0057,0.0057,0.0187,3.93,0.0246,1
American Campus Communities Inc (ACC),2018-03,3.97,1.77,0.0120,0.0058,0.03,1.00,0.2287,0.1176,0.4473,0.4488,1.00,2.24,0.0072,0.0037,0.0037,0.0165,8.66,0.0345,1
American Campus Communities Inc (ACC),2018-06,3.50,1.43,0.0126,0.0041,0.03,1.00,0.1535,0.2288,0.4094,0.4136,1.01,1.40,0.0045,0.0067,0.0067,0.0137,3.25,0.0217,1
American Campus Communities Inc (ACC),2018-09,19.10,1.57,0.0128,0.0070,0.03,1.00,0.1007,-0.0110,0.4220,0.4260,1.01,0.90,0.0031,-0.0003,-0.0003,0.0125,3.56,0.0328,1
Dunkin' Brands Group Inc (DNKN),2014-09,23.29,1.23,0.0506,0.0205,0.06,0.80,0.4801,0.2839,0.5883,0.5883,1.00,5.54,0.0301,0.0178,0.0178,0.0341,7.23,0.0311,1
Dunkin' Brands Group Inc (DNKN),2014-12,26.04,1.24,0.0655,0.0274,0.06,0.80,0.4238,0.2718,0.5699,0.5699,1.00,4.92,0.0258,0.0165,0.0165,0.0297,15.71,0.0461,1
Dunkin' Brands Group Inc (DNKN),2015-03,23.98,1.84,0.1013,0.0829,0.06,0.81,0.4503,0.1379,0.7444,0.7444,1.00,3.78,0.0249,0.0076,0.0076,0.0287,-1.44,-0.0036,1
Dunkin' Brands Group Inc (DNKN),2015-06,24.45,1.78,0.0978,0.0802,0.06,0.79,0.4328,0.2002,0.7429,0.7429,1.00,3.65,0.0272,0.0126,0.0126,0.0310,6.97,0.0227,1
Dunkin' Brands Group Inc (DNKN),2015-09,23.69,1.88,0.0969,0.0853,0.06,0.80,0.4763,0.2203,0.7433,0.7433,1.00,4.03,0.0298,0.0138,0.0138,0.0337,3.81,0.0143,1
Dunkin' Brands Group Inc (DNKN),2015-12,23.47,1.33,0.0815,0.0435,0.06,0.80,0.4737,-0.0439,0.7649,0.7649,1.00,3.91,0.0302,-0.0028,-0.0028,0.0338,27.42,0.0734,1
Dunkin' Brands Group Inc (DNKN),2016-03,24.81,1.34,0.0722,0.0379,0.06,0.81,0.4345,0.1958,0.7889,0.7889,1.00,3.31,0.0267,0.0120,0.0120,0.0302,42.35,0.0094,1
Dunkin' Brands Group Inc (DNKN),2016-06,23.60,1.42,0.0793,0.0470,0.07,0.81,0.4735,0.2293,0.7783,0.7783,1.00,4.10,0.0327,0.0158,0.0158,0.0362,16.52,0.0243,1
Dunkin' Brands Group Inc (DNKN),2016-09,21.53,1.55,0.0859,0.0577,0.07,0.83,0.5017,0.2545,0.7730,0.7730,1.00,4.22,0.0330,0.0168,0.0168,0.0364,13.71,0.0202,1
Dunkin' Brands Group Inc (DNKN),2016-12,18.57,1.43,0.1120,0.0564,0.07,0.84,0.5170,0.2602,0.7520,0.7520,1.00,4.22,0.0346,0.0174,0.0174,0.0378,30.23,0.0600,1
Dunkin' Brands Group Inc (DNKN),2017-03,14.57,1.61,0.1011,0.0682,0.09,0.52,0.2834,0.1495,0.7579,0.7579,1.00,3.38,0.0263,0.0139,0.0139,0.0295,-2.37,-0.0035,1
Dunkin' Brands Group Inc (DNKN),2017-06,13.98,1.38,0.0841,0.0469,0.11,0.52,0.3069,0.1529,0.7680,0.7680,1.00,4.12,0.0326,0.0162,0.0162,0.0359,23.99,0.0313,1
Dunkin' Brands Group Inc (DNKN),2017-09,18.92,1.43,0.0850,0.0503,0.07,0.84,0.5224,0.2331,0.7687,0.7687,1.00,4.79,0.0373,0.0166,0.0166,0.0406,24.02,0.0226,1
Dunkin' Brands Group Inc (DNKN),2017-12,20.38,2.79,0.2586,0.2146,0.06,0.85,0.5218,0.8607,0.7790,0.7790,1.00,3.92,0.0301,0.0497,0.0497,0.0327,27.71,0.0507,1
Dunkin' Brands Group Inc (DNKN),2018-03,22.08,1.50,0.1043,0.0637,0.09,0.53,0.2930,0.1664,0.9435,0.9435,1.00,2.72,0.0272,0.0155,0.0155,0.0304,-2.79,-0.0053,1
Dunkin' Brands Group Inc (DNKN),2018-06,22.79,1.53,0.1115,0.0687,0.11,0.52,0.3156,0.1725,0.9263,0.9263,1.00,3.40,0.0335,0.0183,0.0183,0.0367,3.10,0.0275,1
Grand Canyon Education Inc (LOPE),2015-06,4.20,1.37,0.0622,0.0928,0.21,0.57,0.2418,0.1475,0.1040,0.1040,1.00,289.42,0.0518,0.0316,0.0316,0.0619,1.49,0.8037,1
Grand Canyon Education Inc (LOPE),2015-09,4.42,1.22,0.0943,0.0502,0.23,0.57,0.2533,0.1724,0.1004,0.1004,1.00,156.50,0.0591,0.0402,0.0402,0.0699,0.20,0.1620,1
Grand Canyon Education Inc (LOPE),2015-12,3.46,1.10,0.0252,0.0268,0.24,0.57,0.2924,0.1765,0.0904,0.0904,1.00,152.50,0.0692,0.0418,0.0418,0.0805,1.51,1.0589,1
Grand Canyon Education Inc (LOPE),2016-03,2.96,1.14,0.0547,0.0296,0.25,0.58,0.3027,0.1924,0.0896,0.0896,1.00,208.79,0.0770,0.0490,0.0490,0.0887,3.92,0.2012,1
Grand Canyon Education Inc (LOPE),2016-06,4.27,1.02,0.0464,0.0035,0.20,0.56,0.2339,0.1444,0.0814,0.0814,1.00,283.22,0.0466,0.0288,0.0288,0.0578,11.26,1.1111,1
Jack In The Box Inc (JACK),2017-09,17.16,0.53,0.0062,-0.0999,0.28,0.26,0.1539,0.0884,0.9323,-2.9516,-3.17,4.56,0.0424,0.0244,-0.0772,0.0582,1.58,0.0279,0
Ambev SA ADR (ABEV),2017-06,31.31,0.89,0.1041,-0.0353,0.12,0.61,0.2983,0.1961,0.0583,0.1027,1.76,6.62,0.0364,0.0239,0.0421,0.0468,3.30,0.4942,0
Grand Canyon Education Inc (LOPE),2017-03,3.27,1.01,0.0810,0.0030,0.23,0.59,0.3087,0.2253,0.0899,0.0899,1.00,132.12,0.0701,0.0512,0.0512,0.0823,1.30,0.2493,1
Grand Canyon Education Inc (LOPE),2017-06,4.51,1.18,0.0574,0.0370,0.19,0.56,0.2523,0.1825,0.0620,0.0620,1.00,111.29,0.0477,0.0345,0.0345,0.0594,13.88,1.5316,1
Grand Canyon Education Inc (LOPE),2017-09,4.66,1.33,0.1542,0.0581,0.20,0.56,0.2527,0.1664,0.0598,0.0598,1.00,105.28,0.0511,0.0336,0.0336,0.0627,16.26,0.3432,1
Grand Canyon Education Inc (LOPE),2017-12,3.62,1.36,0.1189,0.0788,0.21,0.60,0.3366,0.2515,0.0529,0.0529,1.00,173.33,0.0708,0.0529,0.0529,0.0814,175.15,1.9958,1
Grand Canyon Education Inc (LOPE),2018-03,3.09,1.57,0.1863,0.1049,0.21,0.60,0.3268,0.2673,0.0511,0.0511,1.00,260.38,0.0691,0.0565,0.0565,0.0798,161.90,0.5250,1
American Homes 4 Rent Class A (AMH),2014-09,4.60,1.16,0.0295,0.0041,0.02,1.00,-0.1326,-0.1465,0.0148,0.0148,1.00,-2.86,-0.0026,-0.0029,-0.0029,0.0055,0.12,0.5242,1
American Homes 4 Rent Class A (AMH),2014-12,8.48,1.32,0.0299,0.0076,0.02,1.00,-0.0443,-0.1176,0.0415,0.0415,1.00,-0.55,-0.0008,-0.0022,-0.0022,0.0069,0.06,0.1117,1
American Homes 4 Rent Class A (AMH),2015-03,7.71,1.48,0.0307,0.0106,0.02,1.00,-0.0776,-0.0928,0.0147,0.0147,1.00,-0.65,-0.0016,-0.0019,-0.0019,0.0068,0.08,0.2999,1
American Homes 4 Rent Class A (AMH),2015-06,7.14,1.24,0.0277,0.0056,0.02,1.00,-0.0724,-0.0789,0.0341,0.0341,1.00,-0.51,-0.0017,-0.0018,-0.0018,0.0075,0.42,0.3283,1
American Homes 4 Rent Class A (AMH),2015-09,9.14,1.55,0.0496,0.0184,0.02,1.00,-0.0951,-0.1335,0.0073,0.0073,1.00,-0.69,-0.0024,-0.0033,-0.0033,0.0077,0.36,1.0224,1
American Homes 4 Rent Class A (AMH),2016-03,7.85,1.65,0.0251,0.0107,0.02,1.00,0.1552,0.0061,0.4191,0.4620,1.10,0.98,0.0037,0.0001,0.0002,0.0123,-9.04,0.0202,1
American Homes 4 Rent Class A (AMH),2017-03,7.21,5.09,0.0743,0.0615,0.03,1.00,0.2060,0.0518,0.3467,0.3799,1.10,1.51,0.0057,0.0014,0.0016,0.0144,16.97,0.0374,1
American Homes 4 Rent Class A (AMH),2017-06,7.31,1.45,0.0240,0.0082,0.03,1.00,0.2135,0.0637,0.2989,0.3287,1.10,1.78,0.0062,0.0019,0.0020,0.0151,13.46,0.0473,1
American Homes 4 Rent Class A (AMH),2017-09,12.92,2.10,0.0427,0.0246,0.03,1.00,0.1898,0.0761,0.2749,0.3009,1.09,1.76,0.0055,0.0022,0.0024,0.0143,10.62,0.0531,1
American Homes 4 Rent Class A (AMH),2017-12,11.17,1.40,0.0212,0.0071,0.03,1.00,0.2181,0.1442,0.2876,0.3141,1.09,2.06,0.0062,0.0041,0.0044,0.0150,3.38,0.0148,1
American Homes 4 Rent Class A (AMH),2018-06,9.54,1.18,0.0241,0.0041,0.03,1.00,0.2170,0.1098,0.3029,0.3298,1.09,1.80,0.0065,0.0033,0.0036,0.0414,8.96,0.1536,1
American Homes 4 Rent Class A (AMH),2018-09,11.59,1.33,0.0297,0.0083,0.03,1.00,0.2047,0.0978,0.2978,0.3238,1.09,1.85,0.0064,0.0031,0.0033,0.0153,7.38,0.0473,1
Dave & Buster's Entertainment Inc (PLAY),2014-10,1.16,0.96,0.0638,-0.0061,0.18,0.80,0.0056,-0.0282,0.4645,1.7572,3.78,0.16,0.0010,-0.0050,-0.0189,-0.0040,0.81,0.0612,0
Dave & Buster's Entertainment Inc (PLAY),2015-01,1.05,1.14,0.0746,0.0180,0.22,0.80,0.1351,0.0708,0.4513,1.6584,3.67,5.88,0.0294,0.0154,0.0567,0.0448,1.32,0.1165,1
Dave & Buster's Entertainment Inc (PLAY),2015-04,0.07,1.19,0.0911,0.0258,0.23,0.81,0.1605,0.0878,0.4341,1.5153,3.49,8.15,0.0362,0.0198,0.0690,0.0559,1.41,0.1205,1
Jack In The Box Inc (JACK),2016-09,15.10,0.56,0.0127,-0.0911,0.30,0.28,0.1573,0.0803,0.7370,-4.5639,-6.19,7.45,0.0466,0.0238,-0.1472,0.0634,-0.58,-0.0126,0
Jack In The Box Inc (JACK),2016-06,12.02,0.62,0.0051,-0.0659,0.29,0.29,0.1766,0.0818,0.6940,-5.3517,-7.71,8.51,0.0504,0.0234,-0.1803,0.0667,2.82,0.0739,0
Dave & Buster's Entertainment Inc (PLAY),2016-01,1.59,0.70,0.0254,-0.0464,0.23,0.59,0.1625,0.0980,0.3362,0.9742,2.90,16.32,0.0379,0.0229,0.0663,0.0608,1.49,0.1938,0
Jack In The Box Inc (JACK),2016-03,15.29,0.62,0.0068,-0.0644,0.28,0.28,0.1517,0.0794,0.7189,-4.9086,-6.83,7.69,0.0421,0.0220,-0.1505,0.0581,1.80,0.0380,0
Dave & Buster's Entertainment Inc (PLAY),2016-07,0.68,0.43,0.0228,-0.0949,0.24,0.59,0.1473,0.0880,0.2846,0.7067,2.48,20.26,0.0354,0.0211,0.0525,0.0565,0.97,0.1555,0
Mondelez International Inc Class A (MDLZ),2018-09,39.10,0.56,0.0215,-0.1062,0.10,0.38,0.1371,0.1899,0.3139,0.7882,2.51,7.37,0.0135,0.0187,0.0469,0.0167,4.37,0.0350,0
Jack In The Box Inc (JACK),2015-09,13.93,0.80,0.0139,-0.0347,0.28,0.28,0.1177,0.0654,0.5163,6.2012,12.01,8.46,0.0327,0.0181,0.2179,0.0498,1.97,0.0937,0
Mondelez International Inc Class A (MDLZ),2017-09,41.09,0.51,0.0133,-0.1245,0.10,0.39,0.1786,0.1502,0.2944,0.7158,2.43,13.10,0.0184,0.0155,0.0377,0.0217,2.83,0.0287,0
Mondelez International Inc Class A (MDLZ),2018-03,41.41,0.50,0.0175,-0.1307,0.10,0.42,0.1889,0.1387,0.2913,0.7103,2.44,12.53,0.0198,0.0145,0.0355,0.0230,1.49,0.0217,0
British American Tobacco PLC ADR (BTI),2008-12,100.93,0.87,0.0515,-0.0439,0.09,0.72,-0.8130,0.1612,0.0000,0.0001,5.08,-15.79,-0.0709,0.0141,0.0714,-0.0531,9.22,5262.0000,0
Whirlpool Corp (WHR),2017-09,51.53,0.90,0.0522,-0.0474,0.26,0.17,0.0694,0.0509,0.2775,1.2168,4.39,5.97,0.0180,0.0132,0.0581,0.0261,0.98,0.0273,0
Dave & Buster's Entertainment Inc (PLAY),2015-07,1.58,0.68,0.0249,-0.0485,0.23,0.81,0.1232,0.0578,0.3795,1.1696,3.08,10.29,0.0281,0.0132,0.0407,0.0414,0.82,0.0936,0
Mondelez International Inc Class A (MDLZ),2017-12,34.77,0.48,0.0121,-0.1311,0.11,0.39,0.1441,0.1133,0.2797,0.6760,2.42,9.94,0.0159,0.0125,0.0302,0.0193,6.88,0.1017,0
Kulicke & Soffa Industries Inc,2014-09,79.28,10.30,0.6226,0.8008,0.21,0.47,0.1926,0.1503,0.0011,0.0013,1.20,118.66,0.0397,0.0310,0.0371,0.0434,-2.16,-1.7290,1
Kulicke & Soffa Industries Inc,2014-12,102.08,13.13,0.6710,0.8190,0.12,0.51,0.0905,0.0730,0.0011,0.0013,1.17,32.10,0.0105,0.0085,0.0099,0.0143,18.24,46.4420,1
Kulicke & Soffa Industries Inc,2015-03,92.57,8.00,0.5394,0.6929,0.15,0.47,0.0674,0.0546,0.0009,0.0010,1.22,30.98,0.0100,0.0081,0.0099,0.0151,0.90,2.5305,1
Kulicke & Soffa Industries Inc,2015-06,94.25,7.80,0.5023,0.6888,0.17,0.47,0.0977,0.1521,0.0011,0.0013,1.22,55.28,0.0170,0.0264,0.0322,0.0227,-0.11,-0.2140,1
Kulicke & Soffa Industries Inc,2015-09,82.01,9.57,0.5513,0.7003,0.13,0.49,0.0138,0.0825,0.0011,0.0013,1.17,6.04,0.0018,0.0109,0.0127,0.0073,11.73,39.5290,1
Kulicke & Soffa Industries Inc,2015-12,90.08,9.58,0.5576,0.6975,0.12,0.46,-0.0157,-0.0008,0.0011,0.0013,1.17,-6.25,-0.0019,-0.0001,-0.0001,0.0027,4.77,7.6940,1
Kulicke & Soffa Industries Inc,2016-03,93.54,6.40,0.5155,0.6686,0.17,0.45,0.0749,0.0325,0.0011,0.0013,1.23,42.42,0.0125,0.0054,0.0067,0.0170,-48.18,-8.6730,1
Kulicke & Soffa Industries Inc,2016-06,71.45,6.03,0.5231,0.6724,0.22,0.46,0.1785,0.1469,0.0010,0.0013,1.24,133.18,0.0391,0.0322,0.0399,0.0432,19.19,35.4370,1
Kulicke & Soffa Industries Inc,2016-09,80.50,6.20,0.4315,0.6667,0.15,0.42,0.0365,0.0800,0.0010,0.0013,1.23,19.88,0.0054,0.0119,0.0146,0.0095,22.25,33.9490,1
Kulicke & Soffa Industries Inc,2016-12,71.03,6.89,0.5816,0.6834,0.15,0.46,0.1274,0.1163,0.0010,0.0012,1.21,72.74,0.0192,0.0175,0.0212,0.0232,11.30,30.0490,1
Kulicke & Soffa Industries Inc,2017-03,76.53,5.49,0.4052,0.6544,0.19,0.46,0.1829,0.1637,0.0009,0.0012,1.26,139.86,0.0340,0.0304,0.0382,0.0376,0.96,12.9290,1
Kulicke & Soffa Industries Inc,2017-06,79.02,4.83,0.3963,0.6623,0.21,0.47,0.2086,0.1427,0.0009,0.0011,1.29,192.72,0.0443,0.0303,0.0392,0.0477,5.46,25.1880,1
Kulicke & Soffa Industries Inc,2017-09,82.74,4.94,0.3351,0.6493,0.18,0.50,0.1938,0.1909,0.0009,0.0011,1.27,153.86,0.0357,0.0352,0.0448,0.0396,19.26,68.1440,1
Kulicke & Soffa Industries Inc,2018-03,91.10,5.32,0.2825,0.6716,0.18,0.45,0.1733,0.1637,0.0008,0.0011,1.37,142.36,0.0319,0.0302,0.0413,0.0359,1.07,6.7400,1
Kulicke & Soffa Industries Inc,2018-06,85.94,5.02,0.2958,0.6680,0.22,0.47,0.2398,0.2241,0.0008,0.0011,1.39,245.11,0.0526,0.0492,0.0683,0.0566,9.03,36.7700,1
OSI Systems Inc,2014-09,63.17,1.81,0.0363,0.2542,0.21,0.34,0.0763,0.0515,0.0429,0.0844,1.97,33.33,0.0162,0.0109,0.0215,0.0335,10.03,0.7134,1
OSI Systems Inc,2014-12,64.31,1.83,0.0424,0.2657,0.24,0.35,0.1011,0.0707,0.0333,0.0651,1.95,52.12,0.0247,0.0173,0.0337,0.0382,8.91,0.8376,1
OSI Systems Inc,2015-03,70.17,2.04,0.0488,0.2937,0.21,0.34,0.0857,0.0614,0.0177,0.0320,1.81,36.91,0.0183,0.0132,0.0237,0.0316,7.30,1.4990,1
OSI Systems Inc,2015-06,60.26,2.17,0.0486,0.2983,0.27,0.33,0.1160,0.0841,0.0116,0.0195,1.68,61.86,0.0316,0.0229,0.0386,0.0454,3.36,1.5327,1
OSI Systems Inc,2015-09,74.12,1.93,0.0797,0.2829,0.20,0.34,0.0785,0.0540,0.0548,0.0986,1.80,31.39,0.0155,0.0106,0.0192,0.0293,9.91,0.4462,1
OSI Systems Inc,2015-12,71.97,1.99,0.0790,0.2987,0.20,0.34,0.0602,0.0005,0.0643,0.1145,1.78,19.07,0.0118,0.0001,0.0002,0.0256,-2.16,-0.0808,1
OSI Systems Inc,2016-03,68.22,1.59,0.0906,0.2221,0.20,0.33,0.0848,0.0443,0.1251,0.2528,2.02,26.30,0.0166,0.0087,0.0176,0.0301,5.14,0.1537,1
OSI Systems Inc,2016-06,57.59,1.51,0.1052,0.1890,0.22,0.32,0.0674,0.0266,0.1349,0.2474,1.83,17.07,0.0151,0.0060,0.0109,0.0306,2.18,0.1419,1
OSI Systems Inc,2016-09,72.48,1.06,0.0981,0.0278,0.18,0.31,0.0546,0.0031,0.2772,0.6353,2.29,10.41,0.0096,0.0005,0.0012,0.0219,-0.66,-0.0053,1
OSI Systems Inc,2016-12,66.18,1.07,0.1099,0.0326,0.19,0.34,0.0747,0.0199,0.2834,0.6552,2.31,9.14,0.0144,0.0038,0.0089,0.0277,13.21,0.0564,1
OSI Systems Inc,2017-03,67.49,1.89,0.1282,0.2495,0.20,0.35,0.0906,0.0572,0.2714,0.6051,2.23,8.60,0.0180,0.0113,0.0253,0.0316,4.43,0.1011,1
OSI Systems Inc,2017-06,73.64,1.89,0.1379,0.2495,0.21,0.34,0.1094,0.0061,0.2822,0.6099,2.16,7.11,0.0225,0.0013,0.0027,0.0381,2.07,0.0306,1
OSI Systems Inc,2017-09,71.08,1.52,0.1421,0.1772,0.19,0.35,0.0798,0.0395,0.3401,0.8045,2.37,4.83,0.0152,0.0075,0.0178,0.0303,1.48,0.0764,1
OSI Systems Inc,2018-03,72.96,1.39,0.1390,0.1561,0.19,0.37,0.0816,0.0096,0.3419,0.9894,2.89,4.56,0.0156,0.0018,0.0053,0.0254,7.02,0.0651,1
